
ASH2YVELINES
;0781458L;E.E.PU;JULIENCOCHIN;64GRANDERUE;;78580;JUMEAUVILLE;0130939888
;0781451D;E.E.PU;LES3TILLEULS;01PLACEDELALIBERATION;;78410;LAFALAISE;0130958688
;0780635S;E.E.PU;ROGERGOUSSEAU;ROUTEDECRESPIERES;;78580;LESALLUETSLEROI;0139759736
;0781077X;E.M.PU;ECOLEDESCRAYONS;12ALLEEDESCRAYONS;;78124;MAREILSURMAULDRE;0130909225
;0781350U;E.E.PU;ECOLEDESCRAYONS;14ALLEEDESCRAYONS;;78124;MAREILSURMAULDRE;0130907138
;0780820T;E.E.PU;RENECOTY;CHAUSSEESTVINCENT;;78580;MAULE;0130907178
;0781352W;E.E.PU;JEANBAPTISTECHARCOT;RUEDUCLOSNOYON;;78580;MAULE;0130908487
;0781825K;E.M.PU;CHARCOT;BOULEVARDDESFOSSES;;78580;MAULE;0134758867
;0782424L;E.M.PU;RENECOTY;ALLEEDUVERGER;;78580;MAULE;0130907685
;0780228Z;E.M.PU;LEPETITPRINCE;12RUEMAURICEFRICOTTE;;78970;MEZIERESSURSEINE;0130956260
;0781479J;E.E.PU;LESTILLEULS;3RUEDESECOLES;;78970;MEZIERESSURSEINE;0130956188
;0781480K;E.E.PU;LAVILLENEUVE;RUEDELAVILLENEUVE;;78970;MEZIERESSURSEINE;0130956238
;0781356A;E.E.PU;;06RUEDUFERACHEVAL;;78124;MONTAINVILLE;0130908176
;0781363H;E.E.PU;LOUISPASTEUR;08CHEMINDESHAMARDS;;78410;NEZEL;0130956084

BEYNES
;0780939X;E.E.PU;SULLY;01BISRUEDEL'EGLISE;;78770;AUTEUIL;0130885219
;0780940Y;E.E.PU;;33ROUTEDESCHATEAUX;;78770;AUTOUILLET;0134875432
;0780326F;E.E.PU;;16AVENUEDESTILLEULS;;78550;BAZAINVILLE;0134942624
;0780942A;E.E.PU;BOISDEHOUX;5PLACEDUVILLAGE;;78910;BEHOUST;0134872140
;0780501W;E.E.PU;ANATOLEFRANCE;42RUEDELAREPUBLIQUE;;78650;BEYNES;0134891155
;0780659T;E.M.PU;MARIECURIE;LIEU-DITLAPETITEMAULDRE;;78650;BEYNES;0134891288
;0780700M;E.E.PU;VICTORDURUY;LIEU-DITLAPETITEMAULDRE;;78650;BEYNES;0134891289
;0780741G;E.M.PU;JACQUESPREVERT;01RUEDESECOLES;;78650;BEYNES;0134894435
;0780855F;E.E.PU;MARCELPAGNOL;56RUEDUBLANCSOLEIL;;78650;BEYNES;0134891617
;0781961H;E.M.PU;CHARLESPERRAULT;04RUENOUVELLE;;78650;BEYNES;0134891733
;0780327G;E.E.PU;;02RUEDELABASTANIERE;;78910;BOISSETS;0130425340
;0780945D;E.E.PU;;16RUEDELAMAIRIE;;78490;BOISSYSANSAVOIR;0134861270
;0780329J;E.E.PU;;568GRANDERUE;;78910;CIVRYLAFORET;0134877626
;0780331L;E.E.PU;;RUEDUCHATEAUD'EAU;;78790;COURGENT;0130934989
;0780946E;E.E.PU;;05RUEDELAMAIRIE;;78910;FLEXANVILLE;0134946034
;0780449P;E.E.PU;;RUESTMAURICE;;78890;GARANCIERES;0134864780
;0781659E;E.M.PU;;07RUESTPIERRE;;78890;GARANCIERES;0134864386
;0780951K;E.E.PU;;24VALLEEPENAUT;;78770;GOUPILLIERES;0134875227
;0781635D;E.M.PU;;02RUEDESPLANTES;;78550;GRESSEY;0134876093
;0780450R;E.E.PU;;60RUEDEPERNON;;78550;HOUDAN;0130596230
;0782490H;E.M.PU;ARCENCIEL;02ALLEEDELAVIERGE;;78550;HOUDAN;0130596283
;0780772R;E.M.PU;HELENEBOUCHER;RUELOUISPHELYPEAUX;;78760;JOUARSPONTCHARTRAIN;0134894917
;0781734L;E.E.PU;JACQUESPREVERT;RUEDELACIMBALLE;;78760;JOUARSPONTCHARTRAIN;0134897992
;0780967C;E.E.PU;MARCELBOUQUET;06RUEDUPRESIDENTCOTY;;78940;LAQUEUELESYVELINES;0134864211
;0783367L;E.M.PU;;6BISRUEDUPRESIDENTCOTY;;78940;LAQUEUELESYVELINES;0134864241
;0780953M;E.E.PU;;GRANDERUE;;78770;MARCQ;0964160415
;0780341X;E.E.PU;;11BISRUEDESVIGNES;;78550;MAULETTE;0130467485
;0780590T;E.M.PU;LESPETITESFRICHES;18RUEDUDOCTEURGRELLIERE;;78640;NEAUPHLELECHATEAU;0134892506
;0780960V;E.E.PU;EMILESERRE;PLACEMANCEST;;78640;NEAUPHLELECHATEAU;0134892443
;0780962X;E.E.PU;MDECRESSAY;CHEMINDUPETITPOIRIER;;78640;NEAUPHLELEVIEUX;0134890432
;0780692D;E.E.PU;DUPREDUBOURG;RUEDUFRENE;;78910;ORGERUS;0134873054
;0780774T;E.M.PU;CHAMPDELAPOUSSINIERE;3IMPASSEDESECOLES;;78910;ORGERUS;0134872597
;0780345B;E.E.PU;;PLACEGEORGESPOMPIDOU;;78910;ORVILLIERS;0134876483
;0780346C;E.E.PU;;14CHEMINDUMOUTIER;;78910;OSMOY;0134873436
;0780347D;E.E.PU;;02RUEDELACOMMANDERIE;;78910;PRUNAYLETEMPLE;0130883141
;0780348E;E.E.PU;;11ROUTEDEHOUDAN;;78550;RICHEBOURG;0134876821
;0780969E;E.E.PU;;1RUEDELAMAIRIE;;78650;SAULXMARCHAIS;0134875774
;0780351H;E.E.PU;;08RUECONTAMINE;;78790;SEPTEUIL;0130934665
;0780776V;E.M.PU;;RUEMAURICECLERET;;78790;SEPTEUIL;0130934473
;0780803Z;E.M.PU;;1BISRUEDEPLAISIR;;78640;STGERMAINDELAGRANGE;0130641021
;0780968D;E.E.PU;JULESGOHARD;RUEDELAMAIRIE;;78640;STGERMAINDELAGRANGE;0134895770
;0780349F;E.E.PU;;08CHEMINDEFONTENELLE;;78790;STMARTINDESCHAMPS;0130934142
;0780970F;E.E.PU;LESHIRONDELLES;8CHEMINDULAVOIR;;78910;TACOIGNIERES;0134872744
;0780832F;E.M.PU;;13RUEDESVIGNETTES;;78770;THOIRY;0134947160
;0780972H;E.E.PU;;11RUEDESVIGNETTES;;78770;THOIRY;0134874832
;0780975L;E.E.PU;;18RUEDUCENTRE;;78770;VILLIERSLEMAHIEU;0134875447
;0780977N;E.E.PU;LESSABLONS;11RUEDESSABLONS;;78640;VILLIERSSTFREDERIC;0134890892
;0781823H;E.M.PU;LESRAMONETTES;04RUEMOZART;;78640;VILLIERSSTFREDERIC;0134893758

BOISD'ARCY
;0780302E;E.M.PU;GERARDREILLON;01RUEAMBROISEPARE;;78390;BOISDARCY;0130478921
;0780773S;E.M.PU;LEPARC;12RUEDUPARC;;78390;BOISDARCY;0130583532
;0780897B;E.E.PU;FREDERICMISTRAL;RUEPERDREAU;;78390;BOISDARCY;0130583732
;0780898C;E.E.PU;MADAMEVIGEELEBRUN;01RUEPERDREAU;;78390;BOISDARCY;0130583823
;0781240Z;E.E.PU;ALEXANDRETURPAULT;01RUEALEXANDRETURPAULT;;78390;BOISDARCY;0130584227
;0782177T;E.M.PU;LAROSERAIE;RUEALEXANDRETURPAULT;;78390;BOISDARCY;0130455768
;0783197B;E.M.PU;MARCCHAGALL;06RUEPERDREAU;;78390;BOISDARCY;0130584118
;0783574L;E.E.PU;BARRAULT;RUEJEANGABIN;;78390;BOISDARCY;0130071340
;0783575M;E.M.PU;MADELEINERENAUD;RUEJEANGABIN;;78390;BOISDARCY;0130071342
;0780169K;E.M.PU;RENEDESCARTES;04RUERENEDESCARTES;;78330;FONTENAYLEFLEURY;0130455211
;0780170L;E.E.PU;RENEDESCARTES;04RUERENEDESCARTES;;78330;FONTENAYLEFLEURY;0130455203
;0780909P;E.E.PU;VICTORHUGO;RUEVICTORHUGO;;78330;FONTENAYLEFLEURY;0134606186
;0780910R;E.E.PU;LOUISPASTEUR;13RUELOUISPASTEUR;;78330;FONTENAYLEFLEURY;0130585918
;0781326T;E.M.PU;LAREINETTE;RUELAENNEC;;78330;FONTENAYLEFLEURY;0134606202
;0782335P;E.M.PU;LOUISPERGAUD;RUELOUISPASTEUR;;78330;FONTENAYLEFLEURY;0130455273
;0782960U;E.E.PU;OLIVIERMESSIAEN;19RUEGEORGESBIZET;;78330;FONTENAYLEFLEURY;0139420420
;0780408V;E.M.PU;VICTORHUGO;02VOIEDANTON;;78210;STCYRLECOLE;0130451994
;0780922D;E.E.PU;JEANJAURES;09RUEVICTORHUGO;;78210;STCYRLECOLE;0130450083
;0780923E;E.E.PU;IRENEJOLIOTCURIE;06RUEDANIELLECASANOVA;;78210;STCYRLECOLE;0130450533
;0780924F;E.E.PU;ROMAINROLLAND;12RUEAEROSTATIONMARITIME;;78210;STCYRLECOLE;0134601823
;0780926H;E.E.PU;ERNESTBIZET;02SQUAREHENRIWALLON;;78210;STCYRLECOLE;0130450208
;0782337S;E.M.PU;LEONJOUANNET;05RUEVICTORHUGO;;78210;STCYRLECOLE;0130450203
;0782338T;E.M.PU;JEANMACE;RUEJEANMACE;;78210;STCYRLECOLE;0134600812
;0782967B;E.M.PU;HENRIWALLON;11RUEJEANFOREST;;78210;STCYRLECOLE;0130450536
;0783206L;E.M.PU;ROBERTDESNOS;01RUEJEANMOULIN;;78210;STCYRLECOLE;0134602128
;0783696U;E.E.PU;JACQUELINEDEROMILLY;;78210;78210;STCYRLECOLE;
;0780456X;E.E.PU;JACQUESGILLET;06RUELOUISPASTEUR;;78450;VILLEPREUX;0134623492
;0780500V;E.M.PU;LEPRIEURE;28AVENUEDEFULPMES;;78450;VILLEPREUX;0134624581
;0780547W;E.E.PU;GERARDPHILIPE;11AVENUEDELAFONTAINEAUXDAM;;78450;VILLEPREUX;0130562976
;0780601E;E.E.PU;JEANDELAFONTAINE;2RUEFRANCHECOMTE;;78450;VILLEPREUX;0130562149
;0781851N;E.M.PU;VALJOYEUX;01AVENUEDELIMAGENOTREDAME;;78450;VILLEPREUX;0134624030
;0783060C;E.M.PU;LECLOSCROZATIER;1AVENUEDUGENERALDEGAULLE;;78450;VILLEPREUX;0130561598

CARRIERESSOUSPOISSY
;0780485D;E.E.PU;ANTOINEDESTEXUPERY;28RUEDESCOURCIEUX;;78570;ANDRESY;0139745861
;0780563N;E.M.PU;LESMAROTTES;5ROND-POINTDUMAURIER;;78570;ANDRESY;0139745363
;0780658S;E.M.PU;LEPARC;08RUEGENERALLEPIC;;78570;ANDRESY;0139745770
;0780766J;E.E.PU;DENOUVAL;07SENTEDESPOINTES;;78570;ANDRESY;0139707781
;0780786F;E.M.PU;LESCHARVAUX;13RUEDETHYMERAIS;;78570;ANDRESY;0139707546
;0780787G;E.M.PU;DENOUVAL;SENTEDESPOINTES;;78570;ANDRESY;0139745755
;0780813K;E.E.PU;LESCHARVAUX;13RUEDETHYMERAIS;;78570;ANDRESY;0139707546
;0782510E;E.M.PU;SAINTEXUPERY;RUEDESECOLES;;78570;ANDRESY;0139745882
;0783089J;E.M.PU;FINDOISE;RUELOUISPASTEUR;;78570;ANDRESY;0139743475
;0783114L;E.E.PU;LEPARC;11RUELOUISPASTEUR;;78570;ANDRESY;0139707725
;0780522U;E.E.PU;JEANGIONO;RUESTHONORE;;78955;CARRIERESSOUSPOISSY;0139652166
;0780523V;E.E.PU;LOUISPASTEUR;129RUEDESECOLES;;78955;CARRIERESSOUSPOISSY;0139652368
;0780637U;E.E.PU;CENTRE;270GRANDERUE;;78955;CARRIERESSOUSPOISSY;0139746395
;0780638V;E.E.PU;CHAMPFLEURY;113RUEDECHAMPFLEURY;;78955;CARRIERESSOUSPOISSY;0139746420
;0780660U;E.M.PU;FREDERICMISTRAL;345RUEDESECOLES;;78955;CARRIERESSOUSPOISSY;0139651342
;0780781A;E.M.PU;LESGOELANDS;633RUEMAURICEBERTEAUX;;78955;CARRIERESSOUSPOISSY;0139793091
;0780822V;E.E.PU;DUGUESCLIN;633RUEMAURICEBERTEAUX;;78955;CARRIERESSOUSPOISSY;0130066535
;0781257T;E.E.PU;ROBERTSURCOUF;633RUEMAURICEBERTEAUX;;78955;CARRIERESSOUSPOISSY;0130066533
;0781316G;E.M.PU;LESDAHLIAS;616RUEMAURICEBERTEAUX;;78955;CARRIERESSOUSPOISSY;0130746950
;0781923S;E.M.PU;DUPARC;236AVENUEERNESTJOLLY;;78955;CARRIERESSOUSPOISSY;0139750831
;0782443G;E.M.PU;CHAMPFLEURY;149RUECHAMPFLEURY;;78955;CARRIERESSOUSPOISSY;0139748905
;0783540Z;E.M.PU;LESCIGOGNES;AVENUEPIERREDECOUBERTIN;;78955;CARRIERESSOUSPOISSY;0134012245
;0783653X;E.E.PU;LESBORDS-DE-SEINE;RUEDELAREINEBLANCHE;;78955;CARRIERESSOUSPOISSY;
;0780621B;E.E.PU;CENTRE;03RUEDELAVALLEEMARIA;;78630;MORAINVILLIERS;0139758130
;0780645C;E.E.PU;BURES;05RUEDELACROIXDEL'ORME;;78630;MORAINVILLIERS;0139757895
;0781215X;E.M.PU;CENTRE;5RUEDUVIEUXLAVOIR;;78630;MORAINVILLIERS;0139757429
;0781959F;E.M.PU;BURES;PLACEDUCHATEAU;;78630;MORAINVILLIERS;0139753170
;0780648F;E.E.PU;LOUISPASTEUR;389AVENUEDUMARECHALFOCH;;78630;ORGEVAL;0139223565
;0780778X;E.M.PU;JEANDELAFONTAINE;85RUEDELAFONTAINE;;78630;ORGEVAL;0139223567
;0780233E;E.M.PU;LESSABLES;461RUEDEBRETEUIL;;78670;VILLENNESSURSEINE;0139759413
;0780651J;E.E.PU;ANTOINEDESTEXUPERY;55PLACEDELALIBERATION;;78670;VILLENNESSURSEINE;0139759146
;0781706F;E.E.PU;PRESEIGNEUR;465CHEMINDUPRESEIGNEUR;;78670;VILLENNESSURSEINE;0139753398
;0783090K;E.M.PU;CHEVREFEUILLES;57PLACEDELALIBERATION;;78670;VILLENNESSURSEINE;0139759147

CHANTELOUPLESVIGNES
;0780482A;E.E.PU;LOUISPASTEUR;01RUEDEPISSEFONTAINE;;78570;CHANTELOUPLESVIGNES;0139741001
;0783470Y;E.E.PU;RONSARD;RUEDESQUERTAINES;;78570;CHANTELOUPLESVIGNES;0139708146
;0783530N;E.E.PU;A.RIMBAUD;4RUEDESFEUCHERETS;;78570;CHANTELOUPLESVIGNES;0139742544
;0783552M;E.E.PU;VERLAINE;RUED'ALENTOURS;;78570;CHANTELOUPLESVIGNES;0139749239
;0783583W;E.E.PU;MILLEVISAGES;6RUEDESPETITSPAS;;78570;CHANTELOUPLESVIGNES;0139749329
;0783584X;E.E.PU;DORGELES;4TERRUEDESPETITSPAS;;78570;CHANTELOUPLESVIGNES;0139749137
;0780470M;E.E.PU;TILLEULS;2RUEMAURICEBERTEAUX;;78780;MAURECOURT;0139746944
;0780471N;E.E.PU;LACERISAIE;15RUEMAURICEBERTEAUX;;78780;MAURECOURT;0139746770
;0783508P;E.M.PU;CHANTEBELLE;15RUEMAURICEBERTEAUX;;78780;MAURECOURT;0139746521
;0780644B;E.E.PU;EMILEZOLA;02RUEBUQUET;;78670;MEDAN;0139757277
;0780467J;E.E.PU;LESHUBLINS;2RUEDESHUBLINS;;78510;TRIELSURSEINE;0139749467
;0780468K;E.E.PU;JULESVERNE;PLACEFOCH;;78510;TRIELSURSEINE;0139706882
;0780469L;E.E.PU;DEL'HAUTIL;RUEDESFRERESLEIRIS;;78510;TRIELSURSEINE;0139746070
;0780979R;E.M.PU;LESCHATELAINES;RUEDUMOULIN;;78510;TRIELSURSEINE;0139706625
;0781925U;E.M.PU;JEANDELAFONTAINE;30RUEDESSAUSSAIES;;78510;TRIELSURSEINE;0139750670
;0781931A;E.E.PU;JEANDELAFONTAINE;30RUEDESSAUSSAIES;;78510;TRIELSURSEINE;0139750660
;0782515K;E.M.PU;RENEPION;RUERENEPION;;78510;TRIELSURSEINE;0139706967
;0783577P;E.E.PU;CAMILLECLAUDEL;10AVENUEDESFONTENELLES;;78510;TRIELSURSEINE;0139273270
;0783578R;E.M.PU;CAMILLECLAUDEL;10AVENUEDESFONTENELLES;;78510;TRIELSURSEINE;0139273273
;0780462D;E.E.PU;CLOSDESVIGNES;09RUELOUISPOTTIER;;78540;VERNOUILLET;0139717298
;0780738D;E.E.PU;MARSINVAL;RUEJEANANTOINEDEBAIF;;78540;VERNOUILLET;0139717936
;0780784D;E.M.PU;MARSINVAL;DOMAINEDEMARSINVAL;;78540;VERNOUILLET;0139718275
;0781267D;E.M.PU;LESTILLEULS;ALLÉELOUISDUFAU;;78540;VERNOUILLET;0139711846
;0781850M;E.M.PU;CLOSDESVIGNES;RUEDUMOULINAVENT;;78540;VERNOUILLET;0139657352
;0783368M;E.M.PU;TOMPOUCE;8IMPASSEDESORMES;;78540;VERNOUILLET;0139659093
;0783369N;E.E.PU;ANNIEFRATELLINI;51BOULEVARDDEL'EUROPE;;78540;VERNOUILLET;0139656256

CHATOU
;0780789J;E.M.PU;CHARDROTTES;6CHEMINDETRAVERSE;;78400;CHATOU;0130096079
;0780790K;E.M.PU;CHAMPSMOUTONS;46CHEMINDESVIGNOBLES;;78400;CHATOU;0139520183
;0780857H;E.M.PU;LESLARRIS;226RUEDUGENERALLECLERC;;78400;CHATOU;0130711129
;0781138N;E.E.PU;JULESFERRY;49RUELEONBARBIER;;78400;CHATOU;0130711141
;0781139P;E.E.PU;VALFLEURI;03RUELAMI;;78400;CHATOU;0139527258
;0781141S;E.E.PU;JEANROSTAND;11RUEDESSABINETTES;;78400;CHATOU;0130710446
;0781288B;E.E.PU;CHAMPSMOUTONS;48RUEDESVIGNOBLES;;78400;CHATOU;0130531022
;0781318J;E.M.PU;LESCHAMPAGNES;26RUEDESVIGNOBLES;;78400;CHATOU;0139526862
;0781935E;E.E.PU;VICTORHUGO;5CHEMINDETRAVERSE;;78400;CHATOU;0134806808
;0782244R;E.M.PU;ERNESTBOUSSON;22RUEERNESTBOUSSON;;78400;CHATOU;0139527074
;0782245S;E.M.PU;LESCORMIERS;146RUEDUGENERALLECLERC;;78400;CHATOU;0130711620
;0782246T;E.M.PU;LESMAROLLES;57AVENUEDEVERDUN;;78400;CHATOU;0139527266
;0782247U;E.M.PU;LESSABINETTES;05RUEDESSABINETTES;;78400;CHATOU;0130711641
;0780227Y;E.M.PU;DANIELLECASANOVA;37RUEMARTYRSDELARESISTANC;;78800;HOUILLES;0139681942
;0780280F;E.E.PU;GUILLAUMEETJEANDETRAVES;32RUEANDREMAUPRIME;;78800;HOUILLES;0139681998
;0780300C;E.E.PU;MAURICEVELTER;19RUEEMILECOMBES;;78800;HOUILLES;0139144484
;0780858J;E.M.PU;LUCIENWATERLOT;06BISRUEFLORENTINLASSON;;78800;HOUILLES;0139140564
;0780889T;E.E.PU;FELIXTOUSSAINT;ALLEEFELIXTOUSSAINT;;78800;HOUILLES;0130863393
;0780890U;E.E.PU;JULESGUESDE;ALLEELAPORTE;;78800;HOUILLES;0130863394
;0780891V;E.E.PU;FERDINANDBUISSON;05RUEFERDINANDBUISSON;;78800;HOUILLES;0139143820
;0780892W;E.E.PU;PAULBREJEAT;05RUEFERDINANDBUISSON;;78800;HOUILLES;0139143824
;0780893X;E.E.PU;REVEILMATIN;5RUEDUPRESIDENTKENNEDY;;78800;HOUILLES;0139146464
;0781248H;E.M.PU;SALVADORALLENDE;44RUEHOCHE;;78800;HOUILLES;0139140470
;0781676Y;E.M.PU;JEANPIAGET;ALLEEFELIXTOUSSAINT;;78800;HOUILLES;0130863395
;0782373F;E.M.PU;FRANCISJULLIAND;01RUEDOCTEURZAMENHOF;;78800;HOUILLES;0139140070
;0782374G;E.M.PU;PAULINEKERGOMARD;05RUEFERDINANDBUISSON;;78800;HOUILLES;0139143802
;0782375H;E.M.PU;VICTORSCHOELCHER;10RUEREVEILMATIN;;78800;HOUILLES;0139146549
;0783201F;E.M.PU;LEONFRAPIE;29RUEDESOLFERINO;;78800;HOUILLES;0139140550

CHEVREUSE
;0780295X;E.E.PU;LEONARDDEVINCI;15RUEDELAMAIRIE;;78660;ABLIS;0130591185
;0781185P;E.M.PU;JEANDELAFONTAINE;RUEDESACACIAS;;78660;ABLIS;0130591435
;0780297Z;E.M.PU;;01RUEDESECOLES;;78660;ALLAINVILLEAUXBOIS;0130591147
;0780299B;E.E.PU;;04PLACEDUPRIEURE;;78660;BOINVILLELEGAILLARD;0130590435
;0780278D;E.E.PU;L'ORANGERIE;RUEFONTAINESTSYMPHORIEN;;78830;BONNELLES;0130413780
;0781241A;E.M.PU;L'ORANGERIE;12RUEFONTAINESTSYMPHORIEN;;78830;BONNELLES;0130413521
;0780271W;E.E.PU;;ROUTEDESAULNETTES;;78830;BULLION;0130413424
;0781660F;E.M.PU;;ROUTEDESAULNETTES;;78830;BULLION;0130413419
;0781239Y;E.M.PU;;02RUEDESMOULINS;;78720;CERNAYLAVILLE;0134852347
;0781725B;E.E.PU;;02RUEDESMOULINS;;78720;CERNAYLAVILLE;0134852151
;0780724N;E.M.PU;IRENEJOLIOTCURIE;06RUEPIERRECHESNEAU;;78460;CHEVREUSE;0130523131
;0781723Z;E.E.PU;JEANPIAGET;RUEFABREDEGLANTINE;;78460;CHEVREUSE;0130521714
;0781937G;E.E.PU;JEANMOULIN;06RUEDEDAMPIERRE;;78460;CHEVREUSE;0130521352
;0782292T;E.M.PU;JACQUESPREVERT;04RUEFABRED'EGLANTINE;;78460;CHEVREUSE;0130521734
;0780301D;E.E.PU;;02PLACEDELAMAIRIE;;78120;CLAIREFONTAINEENYVELINES;0134845258
;0780769M;E.E.PU;GABRIELBOUVET;RUEDENEAUPHLELECHATEAU;;78310;COIGNIERES;0130494481
;0780777W;E.M.PU;GABRIELBOUVET;RUEDENEAUPHLE;;78310;COIGNIERES;0130494482
;0781201G;E.M.PU;MARCELPAGNOL;24RUEDUMOULINAVENT;;78310;COIGNIERES;0134614682
;0781327U;E.E.PU;MARCELPAGNOL;22RUEDUMOULINAVENT;;78310;COIGNIERES;0134614723
;0781730G;E.E.PU;;5IMPASSEDESFONTENELLES;;78720;DAMPIERREENYVELINES;0130525520
;0780282H;E.E.PU;;RUEDEL'ECOLE;;78720;LACELLELESBORDES;0134852232
;0780798U;E.M.PU;CHAMPMESNIL;17RUEDULACAUXBELLES;;78320;LEMESNILSTDENIS;0134617328
;0780826Z;E.E.PU;CHAMPMESNIL;17RUEDULACAUXBELLES;;78320;LEMESNILSTDENIS;0134611710
;0783216X;E.E.PU;BOISDUFAY;03AVENUEDEPROVENCE;;78320;LEMESNILSTDENIS;0134618469
;0783270F;E.M.PU;BOISDUFAY;5AVENUEDEPROVENCE;;78320;LEMESNILSTDENIS;0134618529
;0780375J;E.E.PU;LESPLATANES;3ALLEEDESLAURIERS;;78610;LEPERRAYENYVELINES;0134849442
;0780775U;E.M.PU;;2RUEDESENFANTS;;78610;LEPERRAYENYVELINES;0134849198
;0781292F;E.E.PU;LABARANTONNERIE;27PETITERUEVERTE;;78610;LEPERRAYENYVELINES;0134846387
;0780367A;E.E.PU;RENECOUDOINT;21RUEDEROME;;78690;LESESSARTSLEROI;0130416121
;0780702P;E.M.PU;LAROMANIE;36RUEDEROME;;78690;LESESSARTSLEROI;0130416550
;0781111J;E.E.PU;ROGERCOLART;16RUEDELILEDEFRANCE;;78690;LESESSARTSLEROI;0130416332
;0781202H;E.M.PU;LEPREGALLOT;9RUEDEL'ILEDEFRANCE;;78690;LESESSARTSLEROI;0130415607
;0783516Y;E.E.PU;DESSOURCES;10ROUTEDYVETTE;;78320;LEVISSTNOM;0134618335
;0780833G;E.M.PU;;ROUTEDERECULET;;78730;LONGVILLIERS;0130413707
;0780310N;E.E.PU;DELAFORET;CHEMINDELECOLE;;78730;PONTHEVRARD;0130599511
;0780311P;E.E.PU;;01RUEDANDRET;;78660;PRUNAYENYVELINES;0130591857
;0780283J;E.E.PU;;2RUERAYMONDLOEWY;;78730;ROCHEFORTENYVELINES;0130413183
;0781752F;E.E.PU;;13RUEDECERNAYLAVILLE;;78720;SENLISSE;0130525911
;0780319Y;E.E.PU;LAGENETIERE;RUEDESFOURSACHAUX;;78120;SONCHAMP;0134844193
;0780229A;E.M.PU;JEUDEPAUME;PLACEDUJEUDEPAUME;;78730;STARNOULTENYVELINES;0130412155
;0780314T;E.E.PU;GUHERMONT;14RUEDEGUHERMONT;;78730;STARNOULTENYVELINES;0130412197
;0780315U;E.E.PU;CAMESCASSE;RUELAGUESSECHARRON;;78730;STARNOULTENYVELINES;0130412085
;0780728T;E.M.PU;GUHERMONT;RUEDEGUHERMONT;;78730;STARNOULTENYVELINES;0130412208
;0780318X;E.E.PU;;ROUTEDEDENISY;;78730;STEMESME;0130594114
;0780764G;E.E.PU;;10RUEDELAMAIRIE;;78470;STLAMBERTDESBOIS;0130437079
